id	text	url
1464744247924604929	"📈Ontario Covid-19 reported Nov 27
New Cases: 854
Tests: 31,444 (13,818 under investigation)
Positivity:  3.0% (same as yesterday at 3.0%)
Deaths: 2 (2 in last 30 days)💔
Resolved: 580

LTC Summary
Outbreaks:  -1 (Ongoing 5)
Residents:   1
HCWs:         2
Resident died: 1 💔"	https://twitter.com/h24news_ie/status/1464744247924604929
1464744208305172485	@WiebesWorld @UNDmhockey @GopherHockey Any covid related restrictions to be in that rink?	https://twitter.com/h24news_ie/status/1464744208305172485
1464744112834363401	@TheCuriousWood1 Trump doesn't even understand what Covid or management means..	https://twitter.com/h24news_ie/status/1464744112834363401
1464744112435998722	@rocco24_ @raptorsbenchmob @tydebo24 you doubt, u dont know, but everyone knows embiid is a great nba player, and even good nba players can play bad after having covid	https://twitter.com/h24news_ie/status/1464744112435998722
1464744068660043781	@JeanRees10 Within 15 days of my second Pfizer I developed severe joint pains. I have now been diagnosed with a severe autoimmune disease. No prior autoimmune and my blood work shows it.	https://twitter.com/h24news_ie/status/1464744068660043781
1464744055250698242	"Won’t stop anti-vaxxers, Covid deniers &amp; @bcndp using it to downplay #Omicron
#bcpoli https://t.co/R8vIZy6Krc"	https://twitter.com/h24news_ie/status/1464744055250698242
1464744033994092554	"Public Health has confirmed a positive COVID-19 case at Blackville School. Read statement from ASD-N superintendent Mark Donovan below:

https://t.co/h7JNpzwqGi"	https://twitter.com/h24news_ie/status/1464744033994092554
1464744006185852929	Positive COVID-19 case at Blackville School. Please see attached letter or visit the Blackville School Facebook page. There will be school on Monday, except for those directed by Public Health to self-isolate. https://t.co/RK6aBX3elt	https://twitter.com/h24news_ie/status/1464744006185852929
1464744002192826370	@ItsGoneAwry I'm a fat guy who needs to lose weight. I have a number of health issues, all of which will be improved by losing weight. I know I need to do it. And I know it puts me at higher risk if I get Covid. It's just the facts.	https://twitter.com/h24news_ie/status/1464744002192826370
1464743986296344576	@annemariegall @Brekkietweets @imacelebrity If there were any double standards they'd have put Richard back in. He was one of the most popular and would keep their ratings high. There's no conspiracy. It's just Covid.	https://twitter.com/h24news_ie/status/1464743986296344576
1464743886807605249	@marekjusk @ZachLowy Crazy setuabl had 11 plus subs..even benfica had subs when they were hit with Covid…how are they wrong tho ? No one blaming benfica even tho more info coming out how bsad tried to cancel last minute unless people higher up cancel can’t expect a team to not show up?	https://twitter.com/h24news_ie/status/1464743886807605249
1464743856944123915	2/2 - Four years later, service is worse due to Greyhound’s bankruptcy, Ontario’s bus industry deregulation &amp; Fed’s continuing inability to improve VIA train service. With COVID-19 lockdown policies increasing car dependence, the future of intercity travel is not looking good. https://t.co/xEvjcVJdVw	https://twitter.com/h24news_ie/status/1464743856944123915
1464743820562771977	@airtransat @MajesticResorts you guys have a COVID peace of mind cancellation policy so I cancelled my flights but it isn't showing me a refund. it says $0..... @CTVNews	https://twitter.com/h24news_ie/status/1464743820562771977
1464743753860763649	“Mask-wearing is the single most effective public health measure at tackling Covid” https://t.co/PE6KOefc6Q	https://twitter.com/h24news_ie/status/1464743753860763649
1464743719979130887	"Lawyers to sue WHO for 'misleading world over COVID-19 outbreak'
https://t.co/kc5PwsVoxX"	https://twitter.com/h24news_ie/status/1464743719979130887
1464743639654060040	@Rachael50244055 @givepeazachance Stress causes people to grind their teeth. A bite plate protects teeth. My son has this problem&amp; needs a bite plate. Maybe because Covid is causing huge stress to almost everyone &amp; it contributes to dental issues.	https://twitter.com/h24news_ie/status/1464743639654060040
1464743634323050500	@shaunbillings9 @MdRisette Yet I have dozens and dozens of dead patients from Covid that you don’t give a flying fuck about.	https://twitter.com/h24news_ie/status/1464743634323050500
1464743509085212676	Happy to report, my two grandchildren, ages 5 and 7, had their first Pfizer jabs yesterday. What a relief! #GetVaccinatedNow	https://twitter.com/h24news_ie/status/1464743509085212676
1464743428839804929	Visiting Santa in a COVID world. Hillside Mall doing it’s best to protect the guy in red before Christmas. #mallsanta https://t.co/Tv8DYGbdcZ	https://twitter.com/h24news_ie/status/1464743428839804929
1464743416609267720	@RedCollie1 I have been dealing with swollen hands for 3 months since my Pfizer second shot	https://twitter.com/h24news_ie/status/1464743416609267720
1464743308744400898	France mulls more autonomy for Martinique, Guadeloupe amid COVID-19 riots | CBC https://t.co/j1jedF1uZk	https://twitter.com/h24news_ie/status/1464743308744400898
1464743232445812745	Vaccine Maker Earned Record Profits but Delivered Disappointment in Return https://t.co/iEjUQlpwpw	https://twitter.com/h24news_ie/status/1464743232445812745
1464743230436782085	"Food for thought 
https://t.co/aG6lt77tlV"	https://twitter.com/h24news_ie/status/1464743230436782085
1464743214833799168	"@malenial2 @p_penney @CBCAlerts Mutations occur in unvaccinated populations, like in Africa, and come back to challenge vaccines in the vaccinated.
No unvaccinated, and the virus has fewer opportunities to mutate and undermine the vaccine.
There are 50 mutations, it's almost a new virus. https://t.co/iATWXjnwh3"	https://twitter.com/h24news_ie/status/1464743214833799168
1464743191081484288	A new Covid variant is no surprise when rich countries are hoarding vaccines | Gordon Brown https://t.co/L4MKUZo0nN 😷	https://twitter.com/h24news_ie/status/1464743191081484288
1464743164040908803	@investorclass I was diagnosed with autoimmune disorders after Pfizer. My bloodwork shows the change in my antibodies and liver enzymes from normal to abnormal. It’s a nightmare	https://twitter.com/h24news_ie/status/1464743164040908803
1464743044230443012	"@MikeJPMcManus @ChampForza @CTVNews Bug Spray. Great idea. Thanks. 

So YOU think Prevention is key. 

Hey did you know vaccines and masks are a great at preventing covid 19. Sort of like bug sprays. I totally understand if you want to delete your reply now 😂😂😂"	https://twitter.com/h24news_ie/status/1464743044230443012
1464742914349846535	New Brunswick reports 85 new cases of COVID-19 and 793 active infections https://t.co/I8OahohBEJ https://t.co/Ta43MG7w4Q	https://twitter.com/h24news_ie/status/1464742914349846535
1464742852643241985	Fauci Says Omicron Is Likely Already Here, NY Issues Emergency Order https://t.co/jnjrLj9jBO https://t.co/CqpZXrbQxU	https://twitter.com/h24news_ie/status/1464742852643241985
1464742702738771975	@JanetRWees @prairiecentrist At the end of the day we need to be smart - get vaccinated, get boosters, encourage others to get vaccinated, wear masks, and practice other methods while acknowledging COVID is airborne. Closing borders in a panic does not stop the spread of new variants as we've seen.	https://twitter.com/h24news_ie/status/1464742702738771975
1464742687018467330	Doug Ford: Stop symptomatic COVID-19 testing at Ontario Pharmacies https://t.co/dwwNCEmViX via @CdnChange	https://twitter.com/h24news_ie/status/1464742687018467330
1464742678394978304	@AdamGFrench @YouHadMeAtPinot Are you staying at a resort or something somewhere? I’m SURE they clean it out between guest visits. ESPECIALLY in this Covid worried world in which we live. Also we’ll need  pictorial evidence, just sayin’. 😜😂🤣	https://twitter.com/h24news_ie/status/1464742678394978304
1464742664910393348	Hey @JohnCleese  did you notice how the WHO seemed to skip a letter when naming the new COVID variant - wonder why they did that? https://t.co/ov5oTtcLZF	https://twitter.com/h24news_ie/status/1464742664910393348
1464742530873016323	"Things like this make me wonder how long we're going to be afraid versus how long we need to be.

#covid #covidvariant #OmicronVariant https://t.co/KSaZObdE4u"	https://twitter.com/h24news_ie/status/1464742530873016323
1464742462057066502	Today I got to spend time with my littlest sister for the second time since COVID hit. I've missed her beautiful energy so much 🌈 We met up to get our auras photographed and interpreted and it was so much fun💜💚💙 #IndigoChildren https://t.co/WREgkYvJI0	https://twitter.com/h24news_ie/status/1464742462057066502
1464742402392875010	@Pick_A_Lane @Martyupnorth_ I haven’t even started looking at the vaxx injuries yet. Just the prolonging of the Covid cases which is bad enough, to say nothing of the shot injures, social damage from lockdowns, suicides, etc.	https://twitter.com/h24news_ie/status/1464742402392875010
1464742379731230721	@DrJenGunter It's official, I don't want to travel anywhere for reasons other than COVID.	https://twitter.com/h24news_ie/status/1464742379731230721
1464742279076323328	"bruh the Jimmie Johnson 1/24 Phoenix diecast I ordered got delayed again due to covid and won't ship until minimum of January next year...

I ordered the diecast over a year ago.... PAIN."	https://twitter.com/h24news_ie/status/1464742279076323328
1464742076147548161	"@SChad71593015 This variant is 6 months old, they just pull it out now! The globalist world economic forum reported about it in the summer! Wake up!
https://t.co/eEhSzUWMeO"	https://twitter.com/h24news_ie/status/1464742076147548161
1464742050528735237	https://t.co/JD155N65d5 - I have a genius idea. Just stick another needle in them, even a covid booster shot. Tell em its devaccinating them.	https://twitter.com/h24news_ie/status/1464742050528735237
1464741933377486848	"@Myberns1 Yes.
What all we need to do is a Covid zero policy with real quarantine, but we all busy with shifting blames and political correctness for ""freedom"""	https://twitter.com/h24news_ie/status/1464741933377486848
1464741906450161673	New Brunswick reports 85 new cases of COVID-19 and 793 active infections https://t.co/oFJlVIJKVK	https://twitter.com/h24news_ie/status/1464741906450161673
1464741782781050892	@kamorant From what I heard about Klingons, I don't think COVID would be their idea of dying well.	https://twitter.com/h24news_ie/status/1464741782781050892
1464741740498329604	People are more upset at their family, friends, neighbors,  over covid than the ones who created it in the first place.	https://twitter.com/h24news_ie/status/1464741740498329604
1464741435169718275	@pablomariz777 Well technically their only threat was  Calgary and they were awful last yr although I think they had covid issues	https://twitter.com/h24news_ie/status/1464741435169718275
1464741246287577091	COVID-19 is a global pandemic-- we'll need global  efforts to curb its unending menace.  Travel ban can only delay #omicron; it can't stop it.  No country is an island in the real sense. #Delta and #Omicron were preventable, and so will be #pi or #rho if we maintain status quo	https://twitter.com/h24news_ie/status/1464741246287577091
1464741244903456769	"I suspect we are ALL going to get some strain of #covid. 
Much of this horror could have been avoided if vaccines had been freely distributed globally and the majority took them. 
We are now literally chasing every new strain and trying to make a booster for it. https://t.co/5aunSFp1Xs"	https://twitter.com/h24news_ie/status/1464741244903456769
1464741242118426624	Canada Toronto Against Covid Tyranny https://t.co/eqtgEYqoDp via @YouTube	https://twitter.com/h24news_ie/status/1464741242118426624
1464741075231416329	"@Mikeggibbs The pandemic answer is always... B.
🤘"	https://twitter.com/h24news_ie/status/1464741075231416329
1464740934885646338	"Pfizer says its vaccine is safe for kids (while admitting its study was too small)
https://t.co/yBe85zvc4W"	https://twitter.com/h24news_ie/status/1464740934885646338
1464740839528173577	Covid Killed Three Rare Snow Leopards at a Zoo. Demand Vaccinations for Eligible Animals Now! #care2 https://t.co/LuNUUDB50p	https://twitter.com/h24news_ie/status/1464740839528173577
1464740812437307397	My 6 yr old got his COVID shot today and it’s been nothing but high fives and cheers from those who saw the pics. I’m incredibly proud and grateful for healthcare.	https://twitter.com/h24news_ie/status/1464740812437307397
1464740762457976840	@givepeazachance What does that have to do with COVID? Curious. Hope you’re healing well. 😘	https://twitter.com/h24news_ie/status/1464740762457976840
1464740750462173188	@reporterchris @rwesthead guy gets Covid tries to play thru it and gets 🍆ed for his efforts… @Senators @NHLPA @PR_NHL all suck 💩 and should be taken to court.	https://twitter.com/h24news_ie/status/1464740750462173188
1464740725241827328	"@cmusician Outbreak is a covid term used by health officials. It means ""smaller area"" as compared to an epidemic which is a sudden surge in cases. Which is exactly what happened, but just to a smaller area.
https://t.co/BgflWHepvC"	https://twitter.com/h24news_ie/status/1464740725241827328
1464740719671787521	Well COVID’s acting weird again anyone willing to let me use their Sam’s club/BJ’s/Costco card😭 put me down as family for a week	https://twitter.com/h24news_ie/status/1464740719671787521
1464740601442803712	@stesharpe1 @GeorgeTakei It’s the same with any vaccine, why get flu shots every year? Why take cough syrup for the common cold? The COVID vaccine never stated (and I’m sure any vaccine) is 100% perfect. It’s to reduce its ability to spread which would end the strain. It’s basic high school biology	https://twitter.com/h24news_ie/status/1464740601442803712
1464740552235233283	@BWildeMTL Many believe that children are less likely to get seriously ill with Covid . This is true although they do have risks and non vaccinating restricts their freedom/well being . But kids need to vaccinate to protect parents/community. Critical to achieving practical herd immunity	https://twitter.com/h24news_ie/status/1464740552235233283
1464740550788071425	"It was great to see Honourable Premier @jkenney at the @AlpineSkiWC 

#CardiAI is supporting world class athletes with world class healthcare service. 

Our staff is onsite 24* 7 for the duration of the World Cup &amp; provide COVID-19 testing. 

#LakeLouise #WorldCup #Ski #Alberta https://t.co/sBxGBmKL0q"	https://twitter.com/h24news_ie/status/1464740550788071425
1464740506819125248	@JFante8 Kind Bonnie says tough luck covid losers because libertarians believe it is your poor choices that allowed you to get sick. Is Bonnie sick, no. See, it works.	https://twitter.com/h24news_ie/status/1464740506819125248
1464740475013898241	@Jenn23022446 @MarkFriesen08 Sorry to hear that I suffered from it in 2014. But marks family has spoken publicly about him being diagnosed with Covid.	https://twitter.com/h24news_ie/status/1464740475013898241
1464740465740169219	@Uber I need a vehicle to get my covid testing, but I'm unsure how to proceed with an Uber driver. What are the proper procedure for this request?	https://twitter.com/h24news_ie/status/1464740465740169219
1464740369195798529	@Laurel_BC I thought it was about COVID.	https://twitter.com/h24news_ie/status/1464740369195798529
1464740305681272832	@Sprixer @ItsLowrhen Stateside yes I believe or if you had one Moderna and one Pfizer	https://twitter.com/h24news_ie/status/1464740305681272832
1464740298563764228	"Statista - Death rates from coronavirus (COVID-19) in the United States as of November 26, 2021, by state (per 100,000 people) https://t.co/yBNyW5ZMhX

Florida is by no means the lowest."	https://twitter.com/h24news_ie/status/1464740298563764228
1464740198957391876	"@CPita3 Uhm, ""slippery slope""... to what?? Fewer infected people? Less death and morbidity? It's the #PrecautionaryPrinciple turned inside out and inverted...
👀👀👀👀👀👀👀"	https://twitter.com/h24news_ie/status/1464740198957391876
1464740172663336964	"@dragon19524 @caade_a @michael_gamerz @Reuters I think some indeed died from Covid, but all the numbers seen on TV... inflated and untrue. Or twisted truth. Like ""she survived 4 cancers, but died of covid at age 92"" ... like yeah ""covid killed her🙄but cmon"""	https://twitter.com/h24news_ie/status/1464740172663336964
1464740169861394434	@ScottAdamsSays Not sure where you get your numbers Scott. COVID death are close to zero.	https://twitter.com/h24news_ie/status/1464740169861394434
1464740116824354817	@VancouverSun @JATetro Also, if the new variant is easier to transmit, would that include touch surfaces? Current covid has focused primarily on droplets by air (aka offcials told us to relax about sanitizing our groceries etc). Sorry, so many questions!	https://twitter.com/h24news_ie/status/1464740116824354817
1464740102018461703	@MDGilbert6 It’s no longer about Covid. It’s all about fear and manipulation.	https://twitter.com/h24news_ie/status/1464740102018461703
1464740095257284608	@ViciousTrading I swear my old beagle got covid after I did. About two weeks later, he would fall asleep in the yard while trying to take a piss. He never did fully recover. He was a good dog.	https://twitter.com/h24news_ie/status/1464740095257284608
1464740077620322318	@seanroz14 @MikeRosowskii Lol i actually saw this on tiktok. Cathie woods arkk fund is not specific precursor to a crash. Covid specific stocks would be closer related to biotech like $mrna $pfe ppe plays like $lake $apt testing plays like $codx $abt and tech specific would be $chgg $lrn $zm $pton.	https://twitter.com/h24news_ie/status/1464740077620322318
1464740036650303488	@HighTimes1235 @theonewhoissane @Dono1Mc Where did I say it wasn’t global? Global supply chains are being strained by covid measures.	https://twitter.com/h24news_ie/status/1464740036650303488
1464739980434022401	@thegameawards a better society with no variants of covid, people that actually use their brains right, affordable everything, and games that are free to play and don't involve using banking cards to pay for premium currency.	https://twitter.com/h24news_ie/status/1464739980434022401
1464739931868311553	France mulls more autonomy for Martinique, Guadeloupe amid COVID-19 riots https://t.co/Ufpi73XwG6 https://t.co/iMik9CMx9Z	https://twitter.com/h24news_ie/status/1464739931868311553
1464739848296697858	@lisa_rybak @momm4mi4 @chiara_ann13 @LandoGriffin13 I couldn't see very good (it was dark) and covid being covid, it was wearing a mask. I could smell it though; it smelled like death! Thank you Trudeau for those stickers! I most certainly would have perished.🙏	https://twitter.com/h24news_ie/status/1464739848296697858
1464739844148674571	@FPVaughanIII Pre orchestrated. Reuters led the charge. Moderna was up 20% on Friday.	https://twitter.com/h24news_ie/status/1464739844148674571
1464739840524759048	"“Merck said that in a final analysis of a clinical trial, its antiviral pill reduced the risk of hospitalization and death among high-risk Covid patients by 30%, down from an earlier estimate of 50%.”
https://t.co/io5bVpm4Xg"	https://twitter.com/h24news_ie/status/1464739840524759048
1464739759780249611	The same people complaining about covid are the same people holding it up	https://twitter.com/h24news_ie/status/1464739759780249611
1464739695284396034	"@dragon19524 @paxdharma @caade_a @michael_gamerz @Reuters I don't think much peoples believe covid is ""fake"" and/or deliberately want to get it. But its been so overblown by the media and govs tough. Thats the issue. It does not deserve world stopping/changing measures..."	https://twitter.com/h24news_ie/status/1464739695284396034
1464739525498847234	@theonewhoissane @HighTimes1235 @Dono1Mc Border closures are not a way to live with covid when they change constantly.	https://twitter.com/h24news_ie/status/1464739525498847234
1464739500677083136	How does anyone believe, even for a second, that new Covid variants are the fault of the unvaccinated? Do they also think antibiotic-resistant bacteria develop because of people not taking antibiotics? Make it make sense! https://t.co/2NBzomdLLU	https://twitter.com/h24news_ie/status/1464739500677083136
1464739485325803521	"In a Bangladesh IVM study of prophylaxis against COVID-19 in health workers, only 4 of 58 volunteers who took a small dose of IVM (12 mg once/mo. for 4 mos) developed mild COVID-19, compared to 44 of the 60 health care workers who declined the medication.
https://t.co/e0KFaY1Ud6"	https://twitter.com/h24news_ie/status/1464739485325803521
1464739365851172864	@shaunbillings9 @MdRisette Covid has killed healthy kids. That’s a fact. More so than any of the vaccines. To choose hypotheticals over potential documented long Covid or death is terrible risk assessment and not recognizing them as vectors to others. The vaccines substantially reduce transmission.	https://twitter.com/h24news_ie/status/1464739365851172864
1464739347043864581	How does anyone believe, even for a second, that new Covid variants are the fault of the unvaccinated? Do they also think antibiotic-resistant bacteria develop because of people not taking antibiotics? Make it make sense!	https://twitter.com/h24news_ie/status/1464739347043864581
1464739274868215812	"The COVID vaccines were designed to fail!!!

https://t.co/EmVUzM2Uuv"	https://twitter.com/h24news_ie/status/1464739274868215812
1464739266228109316	@TNAKirsh not sure if that was you speaking at the covid twitter space but if yes I wanna salute you for speaking some sense	https://twitter.com/h24news_ie/status/1464739266228109316
1464739224611999747	@KenMorr56405221 @MercedesGlobal Covid is a liberal spreader of money to news outlets	https://twitter.com/h24news_ie/status/1464739224611999747
1464739136947077128	""",Her research showed in 2014 that the two metre social distancing public health guidelines were outdated."" ⬇️     

#COVIDisAirborne #OmicronVariant https://t.co/ci2yqVzZ2C"	https://twitter.com/h24news_ie/status/1464739136947077128
1464739091602460681	@halifaxbeard Covid is already here forever ever. We still need to vaccinate 90% of 7.7 billion just to keep it reasonably in check.	https://twitter.com/h24news_ie/status/1464739091602460681
1464739076448292865	Kid dropping right after taking Covid  vaccines…..and then the government tells us you cant have your freedom until you take the vaccine https://t.co/24UUM5cYoN	https://twitter.com/h24news_ie/status/1464739076448292865
1464738903752122371	@BigBake88 @itosettiMD_MBA @BNODesk Covid that's outcompeting Delta.	https://twitter.com/h24news_ie/status/1464738903752122371
1464738871439241219	"@ggreenwald You know very well that Trump/Admin/GOP/MSM etc were a major factor in Rep Covid deaths and hospitalizations.
How can you blame Biden/Admin when they did everything short of forcing ppl to get shots?
And when Reps,cry bloody murder whenever they try to toughen mandates?
Bs Glenn"	https://twitter.com/h24news_ie/status/1464738871439241219
1464738866267508739	@VancouverSun With so many mutations, is it possible for Omicron to evade some types of current covid tests in some instances? @JATetro	https://twitter.com/h24news_ie/status/1464738866267508739
1464738827453534211	The United States has failed on its boast to be an “arsenal of vaccines.” https://t.co/82BhQt3nWi	https://twitter.com/h24news_ie/status/1464738827453534211
1464738768548675594	@sohayou_ @SolarFlareNB @CSaltNB Solar is correct, this was the last ranking before Covid. So technically he’s still #1 ;) but you’re #1 in Moncton :D	https://twitter.com/h24news_ie/status/1464738768548675594
1464738746499276808	The media sure does love to BS.  The @CanadianPress ran this piece today.  Ummm... dudes... when Covid first hit in Oshawa the gas was down to almost 50 cents.  That's a lot more than an 11 cent drop.  Bend over so I can show you where you can shove your BS journalism. https://t.co/SRRPIxty2Q	https://twitter.com/h24news_ie/status/1464738746499276808
1464738687460257803	@sohayou_ @CSaltNB nah this is the last one before covid	https://twitter.com/h24news_ie/status/1464738687460257803
1464738668292288512	Canada Post ramping up for holiday season amid COVID-19 pandemic, supply chain issues https://t.co/4irPsDooo9	https://twitter.com/h24news_ie/status/1464738668292288512
1464738640773337090	@theonewhoissane @JanetRWees The air changes frequently. COVID is airborne. You’re safer in an aircraft than most places.	https://twitter.com/h24news_ie/status/1464738640773337090
1464738583349235713	"Two years now with COVID. And no end in sight. Wave after wave. Variant after variant. Masks. Vaccines. Just when you think they got a handle on it………Nope. Same old……..
#cdnpoli"	https://twitter.com/h24news_ie/status/1464738583349235713
1464738579339517952	6th ASD-N / zone 7 school to have a COVID case this week, I believe. I wish it were not true but our schools are not safe under current approaches to COVID mitigation. Airborne precautions needed now. https://t.co/Xa62OFVbcz	https://twitter.com/h24news_ie/status/1464738579339517952
1464738531050409989	Burlington residents: Be prepared to wear masks into next summer after City extends COVID-19 by-laws https://t.co/2xE0GcPYjv via @@InsideHalton	https://twitter.com/h24news_ie/status/1464738531050409989
1464738402377605126	"@p00rpete @CondoChris I was being sarcastic.  The large man with the AK tattoo does not look German at all...he's one of those ""new Europeans"" they've been having so much fun with over there.  Makes me wonder if this confrontation is even COVID related"	https://twitter.com/h24news_ie/status/1464738402377605126
1464738305560489989	COVID learned to live with humans. https://t.co/Xh46qe2Jc0	https://twitter.com/h24news_ie/status/1464738305560489989
1464738238019645443	"This. 💯
👇 https://t.co/DrkrTQar4Q"	https://twitter.com/h24news_ie/status/1464738238019645443
1464738045643526145	"@birgitomo “South Africa has asked Johnson &amp; Johnson (JNJ.N) and Pfizer (PFE.N) to delay delivery of COVID-19 vaccines because it now has too much stock, health ministry officials said, as vaccine hesitancy slows an inoculation campaign.”

https://t.co/kJPoY51r0y"	https://twitter.com/h24news_ie/status/1464738045643526145
1464737921215385605	If i get a sublet for waterloo and covid becomes bad enough that they close campus down again i will be making UW pay my rent	https://twitter.com/h24news_ie/status/1464737921215385605
1464737822473076743	Is it just me, or does Omicron (The newest COVID-19 variant) sounds like the name of a very evil Decepticon!? I'm just saying. https://t.co/hi198Jnt3F	https://twitter.com/h24news_ie/status/1464737822473076743
1464737817863634945	"We either figure out how to vaccinate a good chunk of 7.7 billion people in a 6 month window, or COVID-19 is here forever.

That’s it. That’s the tweet. https://t.co/j9sFQOVzlf"	https://twitter.com/h24news_ie/status/1464737817863634945
1464737678474240019	"How COVID-19 is changing the legal profession?  The COVID-19 pandemic has fundamentally changed the legal, economic, and social order around the world.
#cifile #lawyer #legal 
For more information: https://t.co/dR3WIz5bjl https://t.co/x5VlJBQVtn"	https://twitter.com/h24news_ie/status/1464737678474240019
